L,Freq,re,h,L2,max_re,Maior_que_anterior,Pico_re,Diferenca_fr_calculado_simulado
6.41414141414141,11.1150753768844,69.6842750131483,0.3072373737373735,6.41414141414141,69.6842750131483,True,True,0.025967312429413525
7.12121212121212,10.0206030150754,63.910971971903,0.3411060606060605,7.12121212121212,63.910971971903,True,True,0.01423685402285102
7.82828282828283,8.91457286432161,80.3562381294316,0.3749747474747475,7.82828282828283,80.3562381294316,True,True,0.2138943714387338
8.53535353535354,8.19095477386935,76.6752531321085,0.4088434343434345,8.53535353535354,76.6752531321085,True,True,0.1813080754966414
9.24242424242424,7.33165829145729,92.7420071962442,0.4427121212121211,9.24242424242424,92.7420071962442,True,True,0.40010357489710113
9.94949494949495,6.92462311557789,84.9424915280403,0.4765808080808081,9.94949494949495,84.9424915280403,True,True,0.25767344047720275
10.6565656565657,6.60804020100502,74.966112425785,0.510449494949497,10.6565656565657,74.966112425785,True,True,0.09770587265776509
11.3636363636364,6.24623115577889,63.7560090828198,0.5443181818181836,11.3636363636364,63.7560090828198,True,True,0.04226849552266021
12.0707070707071,5.8391959798995,62.7829207577502,0.5781868686868701,12.0707070707071,62.7829207577502,True,True,0.08093967509150435
12.7777777777778,5.5678391959799,64.6128470435234,0.6120555555555566,12.7777777777778,64.6128470435234,True,True,0.02470001960449064
13.4848484848485,5.2964824120603,68.7716098202792,0.6459242424242432,13.4848484848485,68.7716098202792,True,True,0.0028150469016923196
14.1919191919192,5.0251256281407,64.1762530442938,0.6797929292929296,14.1919191919192,64.1762530442938,True,True,0.010149893364113538
14.8989898989899,4.75376884422111,62.1460014568472,0.7136616161616162,14.8989898989899,62.1460014568472,True,True,0.0425444491444944
15.6060606060606,4.52763819095477,68.0404806958779,0.7475303030303028,15.6060606060606,68.0404806958779,True,True,0.05136640950754057
16.3131313131313,4.34673366834171,66.0829591773022,0.7813989898989893,16.3131313131313,66.0829591773022,True,True,0.03380014448446467
17.020202020202,4.16582914572864,68.0105586370103,0.8152676767676758,17.020202020202,68.0105586370103,True,True,0.03272403392374912
17.7272727272727,4.03015075376884,62.6114583708913,0.8491363636363624,17.7272727272727,62.6114583708913,True,True,0.0009387662962749843
18.4343434343434,3.84924623115578,60.4375533055839,0.8830050505050488,18.4343434343434,60.4375533055839,True,True,0.027226156632866427
19.1414141414141,3.71356783919598,67.8735371062813,0.9168737373737352,19.1414141414141,67.8735371062813,True,True,0.019710317909181985
19.8484848484848,3.57788944723618,64.6114752007954,0.950742424242422,19.8484848484848,64.6114752007954,True,True,0.022396612669308258
20.5555555555556,3.48743718592965,59.5887337873776,0.9846111111111132,20.5555555555556,59.5887337873776,True,True,0.010993889755570585
21.2626262626263,3.35175879396985,66.342404196865,1.0184797979797997,21.2626262626263,66.342404196865,True,True,0.009078311832646513
21.969696969697,3.21608040201005,66.7977775819095,1.0523484848484863,21.969696969697,66.7977775819095,True,True,0.0365918314217919
22.6767676767677,3.12562814070352,64.1507540989155,1.0862171717171727,22.6767676767677,64.1507540989155,True,True,0.025624468523322008
23.3838383838384,3.03517587939699,65.5005183847895,1.1200858585858593,23.3838383838384,65.5005183847895,True,True,0.02079047382731325
24.0909090909091,2.94472361809045,60.6679856415737,1.153954545454546,24.0909090909091,60.6679856415737,True,True,0.021549802334817958
24.7979797979798,2.85427135678392,59.097859018862,1.1878232323232325,24.7979797979798,59.097859018862,True,True,0.02742400277382595
25.5050505050505,2.76381909547739,62.6197880255752,1.2216919191919189,25.5050505050505,62.6197880255752,True,True,0.037987679854993406
26.2121212121212,2.71859296482412,67.3404772623724,1.2555606060606057,26.2121212121212,67.3404772623724,True,True,0.007635207705463998
26.9191919191919,2.62814070351759,58.6971267231617,1.289429292929292,26.9191919191919,58.6971267231617,True,True,0.026479224330167028
27.6262626262626,2.58291457286432,67.3177706780377,1.3232979797979785,27.6262626262626,67.3177706780377,True,True,0.003762614599764902
28.3333333333333,2.49246231155779,56.6022539911686,1.357166666666665,28.3333333333333,56.6022539911686,True,True,0.029663217039099354
29.040404040404,2.44723618090452,65.3157072524806,1.3910353535353517,29.040404040404,65.3157072524806,True,True,0.01348107395261966
29.7474747474747,2.40201005025126,62.4246765038749,1.424904040404038,29.7474747474747,62.4246765038749,True,True,0.00021816968567689443
30.4545454545455,2.35678391959799,54.6725009859277,1.458772727272729,30.4545454545455,54.6725009859277,True,True,0.01032882582875061
31.1616161616162,2.26633165829146,56.0587363369266,1.492641414141416,31.1616161616162,56.0587363369266,True,True,0.026881342588364276
31.8686868686869,2.22110552763819,56.4101093144271,1.5265101010101023,31.8686868686869,56.4101093144271,True,True,0.02122794548835838
32.5757575757576,2.17587939698492,60.2239279407678,1.560378787878789,32.5757575757576,60.2239279407678,True,True,0.017783272073765843
33.2828282828283,2.13065326633166,67.6234030173403,1.5942474747474753,33.2828282828283,67.6234030173403,True,True,0.016406553915460975
33.989898989899,2.08542713567839,67.4667348917294,1.628116161616162,33.989898989899,67.4667348917294,True,True,0.01696873585630998
34.6969696969697,2.04020100502513,65.1723828958621,1.6619848484848487,34.6969696969697,65.1723828958621,True,True,0.01935128251905205
35.4040404040404,1.99497487437186,51.7037571938572,1.6958535353535351,35.4040404040404,51.7037571938572,True,True,0.023445127829072154
36.1111111111111,1.99497487437186,50.5133404034207,1.7297222222222215,36.1111111111111,50.5133404034207,True,True,0.016076382703533065
36.8181818181818,1.94974874371859,58.7640757303322,1.763590909090908,36.8181818181818,58.7640757303322,True,True,0.008853789613165963
