L,Freq,re,h,L2,max_re,Maior_que_anterior,Pico_re,Diferenca_fr_calculado_simulado
9.04040404040404,10.3854271356784,197.710807716201,0.4330353535353535,9.04040404040404,197.710807716201,True,True,0.7932786526794846
10.0505050505051,9.7286432160804,447.038475050366,0.4814191919191942,10.0505050505051,447.038475050366,True,True,0.3265745533469939
11.0606060606061,9.23115577889447,840.810462708808,0.5298030303030321,11.0606060606061,840.810462708808,True,True,0.09422273726865171
12.0707070707071,8.77889447236181,1049.17213794489,0.5781868686868701,12.0707070707071,1049.17213794489,True,True,0.40655833798500396
13.0808080808081,8.37185929648241,1081.78778445765,0.626570707070708,13.0808080808081,1081.78778445765,True,True,0.6460356049146192
14.0909090909091,6.42713567839196,50.4860706532535,0.6749545454545459,14.0909090909091,50.4860706532535,True,True,0.7448655263250998
15.1010101010101,6.15577889447236,41.0663002326375,0.7233383838383838,15.1010101010101,41.0663002326375,True,True,0.5364897881900523
16.1111111111111,5.74874371859296,43.0661868912996,0.7717222222222216,16.1111111111111,43.0661868912996,True,True,0.5239469902348217
17.1212121212121,5.47738693467337,36.346532285109,0.8201060606060595,17.1212121212121,36.346532285109,True,True,0.42523352584599206
18.1313131313131,5.20603015075377,34.3399203006203,0.8684898989898975,18.1313131313131,34.3399203006203,True,True,0.36775351530769207
19.1414141414141,4.93467336683417,36.7187016117216,0.9168737373737352,19.1414141414141,36.7187016117216,True,True,0.3449792350551846
20.1515151515152,4.70854271356784,34.989757387599,0.965257575757578,20.1515151515152,34.989757387599,True,True,0.3064656476252834
21.1616161616162,4.48241206030151,33.4896841171228,1.013641414141416,21.1616161616162,33.4896841171228,True,True,0.29321642684898475
22.1717171717172,4.30150753768844,35.341320604612,1.0620252525252538,22.1717171717172,35.341320604612,True,True,0.25655245346431244
23.1818181818182,4.12060301507538,31.3434240923353,1.1104090909090918,23.1818181818182,31.3434240923353,True,True,0.2388486975957731
24.1919191919192,3.98492462311558,33.913808709481,1.1587929292929298,24.1919191919192,33.913808709481,True,True,0.19250405353590327
25.2020202020202,3.80402010050251,39.3659803645557,1.2071767676767675,25.2020202020202,39.3659803645557,True,True,0.20597656506073925
26.2121212121212,3.66834170854271,33.2416831361102,1.2555606060606057,26.2121212121212,33.2416831361102,True,True,0.18712714717224577
27.2222222222222,3.53266331658291,31.2278773452957,1.3039444444444432,27.2222222222222,31.2278773452957,True,True,0.17974547027434928
28.2323232323232,3.44221105527638,32.5617323917468,1.3523282828282812,28.2323232323232,32.5617323917468,True,True,0.13737451917096077
29.2424242424242,3.30653266331658,36.6638968210284,1.4007121212121192,29.2424242424242,36.6638968210284,True,True,0.14940574102895354
30.2525252525253,3.21608040201005,35.2521548013265,1.4490959595959618,30.2525252525253,35.2521548013265,True,True,0.12446773841742598
31.2626262626263,3.12562814070352,28.914705752514,1.4974797979797996,31.2626262626263,28.914705752514,True,True,0.10698629567137319
32.2727272727273,3.03517587939699,26.4468381395018,1.5458636363636378,32.2727272727273,26.4468381395018,True,True,0.09626126632454213
33.2828282828283,2.94472361809045,34.1815810271787,1.5942474747474753,33.2828282828283,34.1815810271787,True,True,0.09167749892936783
34.2929292929293,2.85427135678392,29.8856576615565,1.6426313131313135,34.2929292929293,29.8856576615565,True,True,0.09269231938111755
35.3030303030303,2.76381909547739,30.4487911375339,1.6910151515151512,35.3030303030303,30.4487911375339,True,True,0.09882516219937898
36.3131313131313,2.67336683417085,23.9585055363539,1.7393989898989892,36.3131313131313,23.9585055363539,True,True,0.10964893233271278
37.3232323232323,2.62814070351759,32.4047576308536,1.787782828282827,37.3232323232323,32.4047576308536,True,True,0.07955663899399656
38.3333333333333,2.53768844221106,22.9401049577328,1.836166666666665,38.3333333333333,22.9401049577328,True,True,0.09865982671655882
39.3434343434343,2.49246231155779,29.1674267692072,1.8845505050505031,39.3434343434343,29.1674267692072,True,True,0.07620050758991637
40.3535353535354,2.44723618090452,26.2088748765145,1.9329343434343456,40.3535353535354,26.2088748765145,True,True,0.05712969658741862
41.3636363636364,2.35678391959799,17.9201349264718,1.9813181818181835,41.3636363636364,17.9201349264718,True,True,0.08642528200891997
42.3737373737374,2.31155778894472,21.1720623098595,2.0297020202020213,42.3737373737374,21.1720623098595,True,True,0.07341043050231244
43.3838383838384,2.26633165829146,30.4642552943493,2.0780858585858595,43.3838383838384,30.4642552943493,True,True,0.06310761541757381
44.3939393939394,2.22110552763819,33.341854710407,2.126469696969697,44.3939393939394,33.341854710407,True,True,0.055331714814666366
45.4040404040404,2.17587939698492,27.5407280030256,2.174853535353535,45.4040404040404,27.5407280030256,True,True,0.04991408034106559
46.4141414141414,2.13065326633166,23.5650195253418,2.2232373737373727,46.4141414141414,23.5650195253418,True,True,0.046700744676024364
47.4242424242424,2.08542713567839,25.8187744823773,2.271621212121211,47.4242424242424,25.8187744823773,True,True,0.04555085805543513
48.4343434343434,2.04020100502513,25.002878057054,2.3200050505050487,48.4343434343434,25.002878057054,True,True,0.046335320434789384
49.4444444444444,1.99497487437186,23.7732172839455,2.368388888888887,49.4444444444444,23.7732172839455,True,True,0.04893558131359721
50.4545454545455,1.94974874371859,25.9300993376328,2.416772727272729,50.4545454545455,25.9300993376328,True,True,0.05324258372491264
51.4646464646465,1.90452261306533,15.713928886225,2.4651565656565677,51.4646464646465,15.713928886225,True,True,0.05915583258340362
52.4747474747475,1.90452261306533,12.1565292281948,2.513540404040405,52.4747474747475,12.1565292281948,True,True,0.02135643998188841
